tweet_text,cleaned_text,brand,sentiment,brand_sentiment,text_length
Disgusted with my iPhone's battery life. Already down to 11% at 3:30 pm while my blackberry is going strong. #Sxsw,disgusted iphones battery life already blackberry going strong sxsw,Apple,Negative,Apple_Negative,67
What's up with this &quot;pop-up Apple store&quot; coming to 6th street and South Congress for #SXSW #ATX,whats quotpopup apple storequot coming street south congress sxsw atx,Other,Neutral,Other_Neutral,69
Wow. Just witnessed a homeless guy giving detailed ipad 2 inventory info to a passerby at the Austin popup store. #SXSW,wow witnessed homeless guy giving detailed ipad inventory info passerby austin popup store sxsw,Other,Positive,Other_Positive,95
"Ouch! Who won Google v Bing? @mention with all the respect, the Bing guy was invited just because they had to fill the third chair?#sxsw",ouch google bing respect bing guy invited fill third chairsxsw,Google,Positive,Google_Positive,62
".@mention would like a data dashboard of what the govt knows about him (like credit score, Google data dashboard)  #sxsw",would like data dashboard govt know like credit score google data dashboard sxsw,Other,Neutral,Other_Neutral,80
"Cool! And yes, Happy B-day @mention ;-) RT @mention New post: Business cards are dead #SXSW {link}",cool yes happy bday new post business card dead sxsw link,Other,Neutral,Other_Neutral,57
���@mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw�۝,yes gowalla win best andoid app team android choice award thanks sxsw۝,Google,Positive,Google_Positive,70
SXSW Ppl: You are our last hope of finding the monkey fucker who created the iPad bot that stalks me on twitter everytime i type iPad #SXSW,sxsw ppl last hope finding monkey fucker created ipad bot stalk twitter everytime type ipad sxsw,Other,Neutral,Other_Neutral,96
"&quot;Are you bringing Flipboard to android? No, but we are bringing it to iPhone. We're still rounding over the corners for iOS&quot; #cmsxsw #sxsw",quotare bringing flipboard android bringing iphone still rounding corner iosquot cmsxsw sxsw,Other,Neutral,Other_Neutral,92
Make sure you bring your business card to the #nonprofit meetup at #sxsw. It's your ticket into our drawing for a $100 Apple gift card.,make sure bring business card nonprofit meetup sxsw ticket drawing apple gift card,Other,Neutral,Other_Neutral,82
"Make sure you see @mention &amp; I at Gaslamp Strip tonight.  Unless you're at #sxsw, in which case bring me back a new iPad.",make sure see amp gaslamp strip tonight unless youre sxsw case bring back new ipad,Other,Neutral,Other_Neutral,82
"Just when you thought &quot;social&quot; couldn't get more overblown at #sxsw, Google may be announcing &quot;Circles&quot; today: {link}",thought quotsocialquot couldnt get overblown sxsw google may announcing quotcirclesquot today link,Google,Negative,Google_Negative,98
Google is your friend &quot;Salicornia&quot; RT @mention what is the name of the bio diesel plant that grows in salt water? #agchat #SXSW,google friend quotsalicorniaquot name bio diesel plant grows salt water agchat sxsw,Other,Neutral,Other_Neutral,83
And bring your laptop/iPad! RT @mention You should go to/ participate in this today; {link} #sxsw,bring laptopipad participate today link sxsw,Other,Neutral,Other_Neutral,44
"Check out Your Mom Has an iPad: Designing for Boomers at SXSW.
{link} #SXSW",check mom ipad designing boomer sxsw link sxsw,Apple,Positive,Apple_Positive,46
Improving your web design using engineering metrics or intuition? Google overuse metrics that cannot find the best solution. Use both! #sxsw,improving web design using engineering metric intuition google overuse metric find best solution use sxsw,Other,Neutral,Other_Neutral,105
Z8: First ZLF assignment! {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #zlf,first zlf assignment link code valid infektd sxsw zlf,Other,Neutral,Other_Neutral,53
"_��ۄ�___� ___�  _____�_�... &gt;&gt; @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",gtgt google launch major new social network called circle possibly today link sxsw,Other,Positive,Other_Positive,82
I _really_ feel bad for the Apple employees in Austin this Friday.  #winning #sxsw #iPad2,really feel bad apple employee austin friday winning sxsw ipad,Other,Neutral,Other_Neutral,62
@mention -  Look guys its simple. Personal clouds can't exist without you.... Unless I wanna pay 50% for a static IP... #IPad2 #iPad  #SXSW,look guy simple personal cloud cant exist without unless wan pay static ipad ipad sxsw,Other,Neutral,Other_Neutral,86
@mention - #Apple is the classiest fascist company in America. Really elegant. #sxsw #rji,apple classiest fascist company america really elegant sxsw rji,Apple,Negative,Apple_Negative,63
Mint.com - confines of coding for iPhone app 'a luxury' didn't have to worry about learning diff phone versions #SXSW #GSDM #sxswmobileapps,mintcom confines coding iphone app luxury didnt worry learning diff phone version sxsw gsdm sxswmobileapps,Apple,Positive,Apple_Positive,106
Hey #SXSW- ers RT @mention RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel,hey sxsw er last day get austin iphone app free link travel,Other,Neutral,Other_Neutral,59
@mention - False Alarm: Google Circles Not Coming Now���and Probably Not Ever? - {link} #Google #Circles #Social #SXSW,false alarm google circle coming nowand probably ever link google circle social sxsw,Other,Neutral,Other_Neutral,84
@mention - got my copy of #Enchantment #ipad #kindle today. So excited. thx for keeping the world enchanted. glad you're at #sxsw again.,got copy enchantment ipad kindle today excited thx keeping world enchanted glad youre sxsw,Apple,Positive,Apple_Positive,90
"SXSW ppl - I didn't see you bargain at the Apple booth, why you tryna bargain with the call-girl on backpages?  #SXSW",sxsw ppl didnt see bargain apple booth tryna bargain callgirl backpages sxsw,Other,Neutral,Other_Neutral,76
Lynn Teo - New Nav Schemas for iPad {link} #SXSW #UXDes,lynn teo new nav schema ipad link sxsw uxdes,Other,Neutral,Other_Neutral,44
Overcome - Provide Social Proof. Apple White earbuds. (via @mention #sxsw,overcome provide social proof apple white earbuds via sxsw,Other,Neutral,Other_Neutral,58
@mention - re: &quot;lack of #SXSW newsworthy announcements&quot;. Unless you count Google Circles. :) #googlecircles,quotlack sxsw newsworthy announcementsquot unless count google circle googlecircles,Other,Positive,Other_Positive,83
"@mention - spread the word, our #SXSW festival explorer App is live and free {link}",spread word sxsw festival explorer app live free link,Other,Positive,Other_Positive,53
N7: Here - Time is Always Against Us {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro,time always link code valid infektd sxsw necro,Other,Neutral,Other_Neutral,46
Print ------&gt; Tablets ------&gt; Web : Tablets were what we needed to bridge the gap. #touchingstories #SXSW  #iPad,print tablet web tablet needed bridge gap touchingstories sxsw ipad,Other,Neutral,Other_Neutral,67
@mention --&gt; RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},new ubersocial iphone app store includes uberguide sxsw link,Other,Positive,Other_Positive,60
@mention -&gt; RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},new ubersocial iphone app store includes uberguide sxsw cont link,Other,Positive,Other_Positive,65
Hey #SXSW-ers - coming in now. How long is the #Apple pop-up store line?,hey sxswers coming long apple popup store line,Other,Neutral,Other_Neutral,46
Apple out-markets all comers at #sxsw {link},apple outmarkets comer sxsw link,Apple,Positive,Apple_Positive,32
"&quot;P-A-R-T-Y-I-N-G&quot;  RT @mention 
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm",quotpartyingquot gsdampm googlesitting tree link sxsw gsdm,Other,Neutral,Other_Neutral,58
Apple pop-up at #SXSW!? Ordinance on the front line! (Admission is the first step to recovery) {link},apple popup sxsw ordinance front line admission first step recovery link,Apple,Positive,Apple_Positive,72
Apple pop-up shop #sxsw {link},apple popup shop sxsw link,Other,Neutral,Other_Neutral,26
Apple pop-up shop for #SXSW. How cool is that? {link},apple popup shop sxsw cool link,Apple,Positive,Apple_Positive,31
Apple pop-up store has popped up next to my hotel. To iPad 2 or not to iPad 2 - that is the question... #sxsw,apple popup store popped next hotel ipad ipad question sxsw,Other,Neutral,Other_Neutral,59
Apple pop-up store in Austin for #SXSW {link} By @mention (via @mention &lt;&lt; #Brilliant #popupstore #experiential,apple popup store austin sxsw link via ltlt brilliant popupstore experiential,Other,Neutral,Other_Neutral,77
"At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",google people work people rather people work agileagency sxsw,Other,Positive,Other_Positive,61
"Flipboard, a &quot;social magazine&quot; for the iPad teams up with DuranDuran in Flipboard's &quot;live magazine&quot; for an interview during #sxsw",flipboard quotsocial magazinequot ipad team duranduran flipboards quotlive magazinequot interview sxsw,Other,Neutral,Other_Neutral,102
"Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",well damn apple setting quotpopupquot shop sxsw link,Other,Neutral,Other_Neutral,52
"Tristan H, apture: being fast &amp; iterative w your news content means google finds you first. #sxsw #hacknews #drumbeat #MoJo",tristan apture fast amp iterative news content mean google find first sxsw hacknews drumbeat mojo,Other,Neutral,Other_Neutral,97
"Hopefully, AT&amp;T and Verizon will have Pop Up Cell Sites to go along with Apple's Pop Up Store at #SXSW",hopefully atampt verizon pop cell site along apple pop store sxsw,Other,Neutral,Other_Neutral,65
"May be so, but I still have a few RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link}",may still new post business card dead send card via hashable sxsw link,Other,Neutral,Other_Neutral,70
"Conan doc, CDR Radio, Android party, NPR shindig, general raging. Pretty sure I'm doing #SXSW proper. It is a sprint, not a marathon, right?",conan doc cdr radio android party npr shindig general raging pretty sure sxsw proper sprint marathon right,Other,Neutral,Other_Neutral,106
"New kicks, Clif bars &amp; 3G iPad #SXSW {link}",new kick clif bar amp ipad sxsw link,Other,Neutral,Other_Neutral,36
"Lost iPad, corrupted iPhone, and crazy hotels. Good times. #SXSW @mention AUS Austin-Bergstrom {link}",lost ipad corrupted iphone crazy hotel good time sxsw au austinbergstrom link,Apple,Negative,Apple_Negative,77
"Yesterday, I left the house without my phone. Then I forgot to charge iPad overnight. #mobilefail #sxsw",yesterday left house without phone forgot charge ipad overnight mobilefail sxsw,Other,Neutral,Other_Neutral,79
"Next year, i'm going to set up a bootleg sidewalk cart in Austin and sell MacBook power adapters and iPhone cables. Oh, and Red Bull. #sxsw",next year going set bootleg sidewalk cart austin sell macbook power adapter iphone cable red bull sxsw,Other,Neutral,Other_Neutral,102
"At midday, iPhone at mid-battery. This outlet, blocked by an immobile booth, serves no purpose but to taunt me. #SXSW {link}",midday iphone midbattery outlet blocked immobile booth serf purpose taunt sxsw link,Apple,Negative,Apple_Negative,83
"Wow folks, make sure that iPhone ringer is turned ALL the way up when u have to be up pre-sunrise for a flight. #internalalarmclockFTW #sxsw",wow folk make sure iphone ringer turned way presunrise flight internalalarmclockftw sxsw,Other,Neutral,Other_Neutral,88
"Who knows, maybe @mention will do it! RT @mention  Are you going to Gary's talk? Wish I could be there - iphone me a clip if you go #SXSW",know maybe going gary talk wish could iphone clip sxsw,Other,Neutral,Other_Neutral,54
"��� No fear, no envy, no meanness, no lies, no hypocrisy��_��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter",fear envy meanness lie hypocrisy link edchat musedchat sxsw sxswi classical newtwitter,Other,Neutral,Other_Neutral,86
"I'm sorry, NOT going to the @mention party at #SxSw. ;) iPhone forever!  ;)",sorry going party sxsw iphone forever,Apple,Positive,Apple_Positive,37
"SXSW Tips, Prince, NPR Videos, Toy Shopping With Zuckerberg.
{link}  #sxsw  #ipad",sxsw tip prince npr video toy shopping zuckerberg link sxsw ipad,Other,Neutral,Other_Neutral,64
"Great job, Siva! RT @mention A brief account of my #SXSW talk &quot;Be Evil&quot; #beevil {link} #ucpress #google",great job siva brief account sxsw talk quotbe evilquot beevil link ucpress google,Other,Neutral,Other_Neutral,81
"Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad. #sxsw #thisiscrazyfun",booth still time power challenge ride bike get bottle enter win ipad sxsw thisiscrazyfun,Other,Neutral,Other_Neutral,88
"Hey #sxsw, there's some offers out there for ya {link}",hey sxsw there offer link,Other,Neutral,Other_Neutral,25
SKORE &gt; @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,skore heard apple popup store downtown austin pic already gowalla link sxsw ipad,Other,Neutral,Other_Neutral,80
Done &amp; done! @mention Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip #in,done amp done behind email give line iphone composed reply sxsw protip,Other,Neutral,Other_Neutral,70
Ning &amp; Mobile Roadie are thrilled to offer the Unofficial #SXSW Insider's Guide for iPhone. Have fun in Austin! {link},ning amp mobile roadie thrilled offer unofficial sxsw insider guide iphone fun austin link,Apple,Positive,Apple_Positive,90
"This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",google people work people rather people work agileagency sxsw,Google,Positive,Google_Positive,61
Neck &amp; shoulders are *killing* me thanks to the 8 hours a day I spend heads-down w/my iPhone at #SXSW. Where 2 get it fixed in Austin?,neck amp shoulder killing thanks hour day spend headsdown wmy iphone sxsw get fixed austin,Other,Neutral,Other_Neutral,90
Find &amp; Start Impromptu Parties at #SXSW With @mention {link} I can't wait til the Android app comes out.,find amp start impromptu party sxsw link cant wait til android app come,Google,Positive,Google_Positive,71
The &quot;Austin Guide -Lonely Planet&quot; is currently FREE in the #iPhone app store #SXSW,quotaustin guide lonely planetquot currently free iphone app store sxsw,Other,Neutral,Other_Neutral,71
OH: &quot;like I can't believe I've had three boyfriends since the first iPad ..&quot; #sxsw,quotlike cant believe ive three boyfriend since first ipad quot sxsw,Other,Neutral,Other_Neutral,68
The &quot;pop up&quot; Apple Store is packed! #sxsw,quotpop upquot apple store packed sxsw,Apple,Positive,Apple_Positive,38
"As AT&amp;T iPhone are failing everywhere, my Verizon iPhone is doing just great. #verizonFTW #SXSW",atampt iphone failing everywhere verizon iphone great verizonftw sxsw,Other,Neutral,Other_Neutral,69
OH: &quot;While we're here we should check out this new iPad 2 'thing'.&quot; #SXSW #strangeproblems,quotwhile check new ipad thingquot sxsw strangeproblems,Apple,Positive,Apple_Positive,55
OH: &quot;You can download our free iPhone app. It's sort of a social networking kind of thing.&quot; #sxsw #fail,quotyou download free iphone app sort social networking kind thingquot sxsw fail,Other,Neutral,Other_Neutral,80
Ideas? RT: @mention Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,idea group challenged coming iphone app solve parentingstartup issue sxsw,Other,Neutral,Other_Neutral,73
"Sweet! RT: @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",sweet google launch major new social network called circle possibly today link sxsw,Google,Positive,Google_Positive,83
"#SXSW (2): #gamification, #iPad #design, mobile #banking &amp; #marketing 2.0 {link} #artikelen #dossiers #events #mediapers",sxsw gamification ipad design mobile banking amp marketing link artikelen dossier event mediapers,Other,Neutral,Other_Neutral,97
Nice Move: Apple set to open popup shop in core of #SXSW action {link},nice move apple set open popup shop core sxsw action link,Apple,Positive,Apple_Positive,57
"Announced: as of today, @mention is no longer Wine Library TV. New app for iPhone is Daily Grape. #SXSW",announced today longer wine library new app iphone daily grape sxsw,Other,Neutral,Other_Neutral,67
Dear SXSW: bad planning room wise for the Q&amp;A With Google &amp; Bing at Hilton Salon J. Way too small a room. Long line outside. #SXSW #SXSWi,dear sxsw bad planning room wise qampa google amp bing hilton salon way small room long line outside sxsw sxswi,Other,Neutral,Other_Neutral,111
"Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",big night come party google tonight sxsw link band food art interactive map,Google,Positive,Google_Positive,75
"Game plan: Free food at Pepsi, Convention Center, Burner Party, Android party at Luster Pearl .. and all that happens between #sxsw",game plan free food pepsi convention center burner party android party luster pearl happens sxsw,Other,Neutral,Other_Neutral,96
"Let's see: Google announcing Circles, Obama in Austin, #SXSW donates proceeds to Japan. Ho hum",let see google announcing circle obama austin sxsw donates proceeds japan hum,Other,Neutral,Other_Neutral,77
Confirmed: Google Circles to be launched later today #sxsw #sxswi,confirmed google circle launched later today sxsw sxswi,Other,Neutral,Other_Neutral,55
"Good news: I didn't break my iPhone, bad news: 1 screw just wouldn't budge, so I couldn't replace my battery. Hope it can stand up to #sxsw.",good news didnt break iphone bad news screw wouldnt budge couldnt replace battery hope stand sxsw,Other,Neutral,Other_Neutral,97
Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link} @mention,reason keep parakeet employed link keep track lady sxsw link,Other,Neutral,Other_Neutral,60
IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),important make sure donating japanese red cross japan link sxswcares sxsw quake please,Other,Neutral,Other_Neutral,86
SimpleGeo: Mobile phone ubiquity is creating a huge sensor network. iPhone has 6 diff sensors. #SXSW #bemyneighbor,simplegeo mobile phone ubiquity creating huge sensor network iphone diff sensor sxsw bemyneighbor,Other,Neutral,Other_Neutral,97
"In Austin: not surprising, most popular accessory seems to be the ipad. closely followed up by BBQ pork waffle cone. #sxsw",austin surprising popular accessory seems ipad closely followed bbq pork waffle cone sxsw,Other,Neutral,Other_Neutral,89
SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} via @mention #SXSW XIPAD,sxsw novelty ipad news apps fade fast among digital delegate link via sxsw xipad,Apple,Negative,Apple_Negative,80
Challenge: Rethink Reading! #touchingstories #iPad and/or #tablet #SXSW,challenge rethink reading touchingstories ipad andor tablet sxsw,Other,Neutral,Other_Neutral,64
toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},toptweets rumor apple opening temporary store downtown austin sxsw ipad launch link,Other,Neutral,Other_Neutral,83
toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the... {link},toptweets rumor apple opening temporary store downtown austin sxsw link,Other,Neutral,Other_Neutral,71
SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} #SXSW,sxsw google bing smackdown bloody banality guardian link sxsw,Other,Neutral,Other_Neutral,61
Dear SXSW: when you have Matt Cutts from Google you may want to provide a larger room that salon J at Hilton. Just sayin' #SXSW #SXSWi,dear sxsw matt cutts google may want provide larger room salon hilton sayin sxsw sxswi,Other,Neutral,Other_Neutral,86
Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link},anonymity zuckerberg quotwrongquot say chans moot sxsw link,Other,Neutral,Other_Neutral,59
Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link} VIA @mention Google circles opportunity with profiles?,anonymity zuckerberg quotwrongquot say chans moot sxsw link via google circle opportunity profile,Other,Neutral,Other_Neutral,97
@mention :) Maybe not *entirely* HD (Flip? iPhone? Other XL2 footage?) -- but certainly your concerts at #SXSW. It's gonna be grand.,maybe entirely flip iphone footage certainly concert sxsw gon grand,Other,Neutral,Other_Neutral,67
@mention :New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,Other,Neutral,Other_Neutral,79
Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi,thank picked book killer photoes iphone sxsw sxswchi link sxswi,Apple,Positive,Apple_Positive,63
Good Work! ���@mention @mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW�۝,good work check latest stream apple store sxsw link ipad come playsxsw۝,Apple,Positive,Apple_Positive,71
Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! ),confirmed apple store week popup austin sxsw picture link via gave credit,Other,Neutral,Other_Neutral,73
Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi,good news austin eats bbq iphone available link itunes austin bbq sxsw sxswi,Apple,Positive,Apple_Positive,76
Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention,good news austin eats bbq iphone available link itunes austin bbq sxsw sxswi via,Other,Neutral,Other_Neutral,80
Hey #SXSW! Free copy of our Halftone app to the first person to redeem this code: P7E9EME7KYLJ {link},hey sxsw free copy halftone app first person redeem code peemekylj link,Other,Neutral,Other_Neutral,71
"Get on it! Join actsofsharing.com starting tonight, the person with the most friends in their city by end of #SXSW wins an iPad 2! #local",get join actsofsharingcom starting tonight person friend city end sxsw win ipad local,Other,Neutral,Other_Neutral,85
Beautiful! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},beautiful knitted staircase attendance sxsw party tomo hosted amp link,Other,Neutral,Other_Neutral,70
Bout time! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},bout time new ubersocial iphone app store includes uberguide sxsw sponsored cont link,Apple,Positive,Apple_Positive,85
Good info! RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},good info improve website ranking advice google amp bing sxsw link,Google,Positive,Google_Positive,66
I KNEW IT! RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,knew apple set open popup shop core sxsw action link via sxsw,Other,Neutral,Other_Neutral,61
iron mike! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,iron mike ill austin convention center today fam showing new iphone game sxsw,Other,Neutral,Other_Neutral,77
Of course! RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,course sxsw ipad store sold everything except gig wifi white,Other,Neutral,Other_Neutral,60
Oh My God! RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch {link},god rumor apple opening temporary store downtown austin sxsw ampipad launch link,Apple,Positive,Apple_Positive,80
So true!!! RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,true google lost way caring much business user psych sxsw,Google,Negative,Google_Negative,57
Thank you! RT @mention #sxsw #touchingstories great presentation on future of digital magazines {link} (@mention,thank sxsw touchingstories great presentation future digital magazine link,Other,Neutral,Other_Neutral,74
Very cool! RT @mention Download the free #SXSW: Featured Artists sampler today! {link},cool download free sxsw featured artist sampler today link,Other,Neutral,Other_Neutral,58
Very cool! RT @mention RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch {link},cool rumor apple open temporary store atx sxsw amp ipad launch link,Apple,Positive,Apple_Positive,67
free jams! why not? {link} #sxsw @mention @mention,free jam link sxsw,Other,Neutral,Other_Neutral,18
OH SNAP!!!!  At an 80s party hosted by Google! #sxsw,snap party hosted google sxsw,Other,Positive,Other_Positive,29
"brilliant!! marketing!  &quot;Apple will be opening a temporary store in downtown Austin&quot; next to #sxsw

and the world buy it.",brilliant marketing quotapple opening temporary store downtown austinquot next sxsw world buy,Apple,Positive,Apple_Positive,93
Brilliant!! RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!,brilliant ive meeting line sxsw popup apple store ipad love place,Apple,Positive,Apple_Positive,65
Congrats!!! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,congrats yes gowalla win best andoid app team android choice award thanks sxsw,Google,Positive,Google_Positive,78
Love this!!!! RT @mention  RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch,love rumor apple open temporary store atx sxsw amp ipad launch,Apple,Positive,Apple_Positive,62
�����_�ہ�⏋�܋�_��㋁����_��⻋�_��_�Ġ�⣋�_��Ǐ�΋����ً�㋁��۝�⏋����㋁ԋ�����RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},ہ⏋܋ġǐ΋ً۝⏋ԋrt get look sxsws rumored apple quotpopupquot store austin link,Other,Neutral,Other_Neutral,73
Got Green? Check out @mention LIVE in Austin during #SXSW ..check out his show schedule here -&gt; {link},got green check live austin sxsw check show schedule link,Other,Neutral,Other_Neutral,57
What time? I'm in. RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,time ill austin convention center today fam showing new iphone game sxsw,Other,Neutral,Other_Neutral,72
At #sxsw ? Join us and @mention for a drink (or 2) at Fado on 4th at 7pm. {link},sxsw join drink fado link,Other,Neutral,Other_Neutral,25
At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,sxsw mindtouchers giving ipad demo mindtouch tc tweet check,Other,Neutral,Other_Neutral,59
Apaan nih? RT @mention @mention RT New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,apaan nih new ubersocial iphone app store includes uberguide sxsw,Other,Neutral,Other_Neutral,65
��� ????????? ��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,link edchat musedchat sxsw sxswi classical newtwitter,Other,Neutral,Other_Neutral,53
��� ????????? ��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter  RT @mention,link edchat musedchat sxsw sxswi classical newtwitter,Other,Neutral,Other_Neutral,53
Confirmed.  Apple pop-up store on @mention 6th/Congress in Austin.  Line not too bad right now...#sxsw {link},confirmed apple popup store thcongress austin line bad right nowsxsw link,Other,Neutral,Other_Neutral,73
"Well yeah.  Music &gt; iPhone nerds RT @mention my god, cute girls everywhere...I love when interactive ends and music begins #sxsw",well yeah music iphone nerd god cute girl everywherei love interactive end music begin sxsw,Apple,Positive,Apple_Positive,91
SHITE APP. :( RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponso��_ (cont) {link},shite app new ubersocial iphone app store includes uberguide sxsw sponso cont link,Apple,Negative,Apple_Negative,82
"Brilliant. #Apple is setting up a pop-up store in downtown Austin (to sell tons of iPad2s to #sxsw attendees, of course!) {link}",brilliant apple setting popup store downtown austin sell ton ipads sxsw attendee course link,Apple,Positive,Apple_Positive,92
"It begins. Happy Friday everyone!!! #SXSW starting, Spring Break, iPad 2 releasing today, Pre-order @mention music {link}",begin happy friday everyone sxsw starting spring break ipad releasing today preorder music link,Other,Neutral,Other_Neutral,95
brilliant. RT @mention Apple set to open popup shop in core of SXSW action  - they're going to sell iPad2 at #SXSW! {link},brilliant apple set open popup shop core sxsw action theyre going sell ipad sxsw link,Apple,Positive,Apple_Positive,85
Hilarious. RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw,hilarious look sxsw bearded guy plaid iphone sxsw,Other,Neutral,Other_Neutral,49
"Hmmmm..... RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",hmmmm google launch major new social network quotcirclesquot possibly today link sxsw,Other,Neutral,Other_Neutral,85
"Very true. RT @mention @mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",true dude there earthquake tsunami ipad sxsw get,Other,Neutral,Other_Neutral,48
Well done. See you tonight RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},well done see tonight wrote hollergram ipad app sxsw link,Apple,Positive,Apple_Positive,57
Finally... Yeaayyy RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,finally yeaayyy new ubersocial iphone app store includes uberguide sxsw sponsored mashable,Apple,Positive,Apple_Positive,90
Akhirnya... ���@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by  {link},akhirnya new ubersocial iphone app store includes uberguide sxsw sponsored link,Other,Neutral,Other_Neutral,79
no no no... my bad its lady XD {link} #sxsw iPad Rebecca Black Jurassic Park,bad lady link sxsw ipad rebecca black jurassic park,Other,Neutral,Other_Neutral,51
"Craziness... #iPad2 #SXSW @mention Apple Store, SXSW {link}",craziness ipad sxsw apple store sxsw link,Other,Neutral,Other_Neutral,41
It begins... on a story about a cool SXSW app and also Apple is launching the iPad 2 from a temp store. Stay tuned... I love you! #sxsw,begin story cool sxsw app also apple launching ipad temp store stay tuned love sxsw,Apple,Positive,Apple_Positive,83
Very wise... RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2,wise apple opening temp store austin sxsw link via ipad,Apple,Positive,Apple_Positive,55
[Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,fyi breaking google launch major new social network called circlestoday link via sxsw socialmedia,Google,Positive,Google_Positive,97
